,locAbsJitter,std_delta_delta_log_energy,Ed2_1_coef,Ed2_2_coef,tqwt_energy_dec_28,tqwt_energy_dec_34,tqwt_TKEO_mean_dec_1,tqwt_TKEO_mean_dec_13,tqwt_TKEO_std_dec_1,tqwt_medianValue_dec_1,tqwt_medianValue_dec_2,tqwt_medianValue_dec_3,tqwt_medianValue_dec_4,tqwt_medianValue_dec_11,tqwt_meanValue_dec_1,tqwt_meanValue_dec_2,tqwt_meanValue_dec_3,tqwt_meanValue_dec_4,tqwt_meanValue_dec_5,tqwt_meanValue_dec_6,tqwt_meanValue_dec_7,tqwt_meanValue_dec_8,tqwt_meanValue_dec_9,tqwt_meanValue_dec_10,class
229,2.59e-06,0.016245,1e-08,3.19e-08,0.002377,0.00013654,3.68e-08,4.81e-05,5.75e-08,7.42e-08,-1.98e-07,5.77e-07,-6.8e-07,-1.35e-06,1.22e-22,-2.74e-22,6.45e-22,9.24e-23,7.63e-22,3.21e-23,2e-21,1.87e-21,5.09e-21,-1.29e-21,1.0
230,2.6e-06,0.01816,3.95e-08,7.09e-08,0.003449,0.00018538,1.17e-07,4.02e-05,2.03e-07,1.45e-07,5.38e-07,-8.43e-07,8.93e-07,-6.6e-06,3.95e-22,-1.88e-22,-4.33e-22,-1.6e-21,-4.63e-22,3.01e-22,1.44e-21,1.32e-21,2.45e-21,-2.85e-22,1.0
231,0.000106646,0.015177,0.00050635,0.0011602,0.0023193,0.00020191,2.31e-05,0.006417,6.42e-05,-4.24e-06,-3.78e-06,1.38e-06,-1.29e-05,-3.35e-05,-2.61e-20,-9.52e-21,-5.1e-22,1.2e-20,-1.31e-20,4.7e-21,-3.15e-20,1.65e-20,-2.49e-20,1.34e-20,1.0
232,9.88e-05,0.020613,0.00040364,0.00071488,0.0042566,0.00056393,6.15e-05,0.0052985,0.00011125,-1.12e-05,-2.15e-06,-1.38e-06,-5.1e-06,-6.25e-05,7.38e-22,-2.89e-21,1.48e-21,2.52e-21,-1.24e-21,-8.17e-22,-6.2e-21,-1.32e-21,-5.71e-21,-1.52e-21,1.0
233,9e-05,0.018656,4.81e-05,7.59e-05,0.0011224,0.00010044,4.63e-05,0.0052349,7.16e-05,1.31e-05,5.34e-06,-8.6e-06,1.38e-05,-7.01e-05,5.02e-22,6.23e-21,1.13e-21,1.68e-20,-3.18e-21,-3.12e-21,1.52e-20,-1.88e-20,-1.78e-21,-1.37e-20,1.0
234,1.37e-05,0.011472,3.82e-09,4.44e-08,0.00011702,1.09e-05,2.81e-07,0.00015414,4.67e-06,2.09e-06,1.61e-07,9.71e-20,3.78e-07,2.5e-06,-6.02e-21,5.17e-21,1.19e-21,1.66e-21,0.0,1.31e-20,3.79e-21,7.4e-22,-3.3e-21,-4.26e-21,0.0
235,1.13e-05,0.013723,1.53e-08,1.14e-07,5.18e-05,1.07e-05,7.72e-07,0.0002213,1.47e-06,-1.27e-06,-1.27e-06,2.43e-20,5.55e-07,-9.59e-07,1.48e-23,-2.45e-21,1.18e-21,-1.94e-21,-2.45e-22,2.97e-21,2.86e-22,2.59e-21,1.84e-21,1.52e-21,0.0
236,2.97e-05,0.041178,9.84e-05,0.00044609,8.36e-05,2.52e-06,4.84e-07,0.00052079,2.27e-06,1.9e-06,2.37e-06,-2.43e-20,2.93e-06,1.39e-05,-8.82e-21,1.89e-21,5.52e-22,6.63e-22,3.06e-23,6.79e-21,4.54e-21,1.11e-21,1.65e-21,-3.5e-21,0.0
237,6.36e-06,0.011947,3.39e-09,1.45e-08,0.0089683,4.87e-05,1.72e-07,0.00080525,3.68e-06,5.49e-07,-3.48e-07,0.0,-1.52e-06,-3.41e-05,5.19e-21,-6.16e-21,1.64e-21,8.67e-21,1.04e-21,-1.22e-20,-9.87e-21,1.61e-20,-3.82e-20,1.86e-20,1.0
238,6.44e-06,0.011701,2.89e-09,2.08e-08,0.00094046,6.5e-05,5.76e-07,0.0013294,1.37e-06,-2.8e-07,2.17e-06,-7.28e-20,5.6e-06,0.00010923,-2.92e-21,2.04e-21,5.95e-21,-4.98e-21,1.11e-21,7.52e-22,1.56e-20,5.18e-21,1.22e-20,1.91e-20,1.0
239,4.95e-06,0.01182,4.05e-09,1.81e-08,0.0032586,8.55e-05,7.04e-07,0.0019927,4.02e-05,-3.19e-07,9.76e-07,6.28e-19,1.13e-06,4.31e-06,-1.69e-20,1.08e-20,-4.04e-21,1.02e-22,-1.1e-21,-9.69e-21,5.07e-20,2.79e-20,-4.52e-20,4.08e-20,1.0
240,2.07e-05,0.0059652,2.6e-07,1.09e-06,0.00016864,0.00012639,4.23e-06,0.001011,2.33e-05,2.15e-06,1.2e-06,7.48e-06,6.18e-06,3.83e-05,1.77e-22,-3.65e-21,1.15e-20,-9.18e-22,-2.75e-21,1.12e-20,8.1e-21,4.12e-20,1.07e-20,2.65e-20,1.0
241,1.53e-05,0.0056583,2.95e-07,1.26e-06,6.36e-05,6.3e-05,5.61e-06,0.0012146,2.29e-05,-1.29e-06,2.21e-06,1.59e-06,8.9e-06,-4.5e-05,2.36e-22,-1.13e-21,7.94e-21,-1.46e-20,-7.83e-21,3.23e-21,-1.57e-20,2.47e-20,-2.03e-21,-4.87e-21,1.0
242,2.34e-05,0.010407,0.00026496,0.00033729,0.00034276,0.00021118,7.14e-06,0.0012798,6.37e-05,-6.96e-06,-4.23e-06,2.81e-06,-5.16e-06,1.42e-05,-8.73e-21,1.17e-20,5.78e-21,9.79e-21,9.79e-22,-1.53e-20,-1.52e-20,-3.89e-20,4.67e-20,5.91e-20,1.0
243,5.75e-06,0.017874,5.68e-05,0.00018824,0.00037302,8.92e-05,3.79e-07,0.00029623,6.43e-06,-2.51e-06,-1.35e-17,-5.41e-06,-5.17e-19,5.58e-05,-3.37e-21,-2.71e-21,-5.46e-22,-1.38e-21,3.32e-21,6.29e-22,-1.22e-20,-8.61e-21,4.57e-20,5.65e-21,1.0
244,1.22e-05,0.024934,3.04e-08,7.59e-08,0.00028,0.00011447,2.88e-07,0.00021884,1.56e-06,-3.73e-07,1.43e-06,8.25e-19,-7.67e-06,1.59e-18,7.38e-22,-5.47e-21,-4.09e-21,8.6e-22,-5.62e-21,4.59e-21,-1.27e-20,-2.5e-20,-2.77e-20,2.19e-20,1.0
245,1.12e-05,0.04664,7.75e-05,7.51e-05,0.0010247,0.00045728,3.67e-07,0.00061396,5.88e-07,-4.78e-18,6.32e-06,-2.59e-18,9.76e-08,-3.46e-18,1.06e-21,-2.03e-21,2.38e-21,5.12e-21,3.36e-21,2.97e-21,9.21e-22,-1.19e-19,-1.44e-19,-1.33e-20,1.0
246,1.01e-05,0.037882,8.86e-08,3.4e-07,0.0029093,5.7e-05,1.58e-10,2.97e-07,1.68e-08,-5.02e-09,5.53e-09,3.79e-22,5.14e-09,5.51e-07,-2.21e-22,-6.42e-22,6.11e-23,-2.58e-22,1.91e-24,-6.56e-22,-1.32e-22,-1.52e-22,-1.67e-22,1.81e-22,1.0
247,5.91e-06,0.021429,2.93e-08,1.5e-07,0.00073996,2.02e-05,1.06e-10,3.6e-06,8.33e-09,9.11e-09,-1.58e-08,-1.64e-21,9.59e-09,-3.4e-06,-7.93e-23,1.59e-22,-9.29e-24,-2.45e-22,1.91e-24,-4.04e-22,2.2e-23,-5.15e-22,3.17e-23,3.71e-22,1.0
248,4.95e-06,0.014327,1.99e-08,9.9e-08,0.00087102,4.36e-05,5.9e-11,3.26e-06,6.65e-10,-1.57e-08,-8.95e-09,6.64e-22,1.03e-08,2.37e-06,1.94e-23,8.57e-24,9.96e-25,3.62e-23,0.0,1.49e-23,2.21e-22,3.8e-23,-9e-22,4.42e-22,1.0
249,5.29e-06,0.013284,1.57e-08,1.24e-07,0.0073365,3.66e-06,7.22e-06,9.58e-06,2.01e-05,5.12e-07,-9.39e-07,-8.41e-07,5e-07,8.04e-08,-8.33e-22,-2.64e-21,-5.61e-21,-1.96e-21,9.79e-22,-1.3e-21,3.39e-21,2.64e-21,5.39e-21,-9.13e-22,0.0
250,3.95e-06,0.0083923,2.54e-08,1.11e-07,0.022271,2.98e-05,8.54e-06,1.08e-05,2.94e-05,-6.05e-07,-4.7e-08,-1.15e-06,-1.98e-07,-4.52e-06,5.61e-22,-5.58e-22,-5.29e-21,-4.14e-22,-3.09e-21,4.05e-22,-6.94e-21,3.23e-21,-1.76e-21,1.14e-21,0.0
251,3.16e-06,0.0076361,1.45e-08,7.37e-08,0.034604,1.67e-05,5.01e-06,2.64e-06,1.67e-05,-2.7e-07,2.05e-06,-1.02e-07,1.28e-06,1.64e-06,5.31e-21,-5.85e-21,2.72e-21,-1.48e-21,3.75e-21,8.53e-22,-2.91e-21,-8.14e-21,1.08e-20,2.13e-21,0.0
252,4.22e-06,0.0118,3.51e-08,2.54e-07,0.00014526,9.73e-06,7e-07,9.35e-05,3.96e-06,-1.55e-06,-1.21e-06,-1.34e-19,8.09e-07,7.45e-06,-3.89e-21,7.15e-21,1.32e-21,-4.1e-21,1.22e-22,-2.02e-21,-2.03e-21,2.64e-21,-6.85e-21,0.0,1.0
253,4.72e-06,0.010547,1.24e-07,2.77e-07,0.00018073,1.15e-05,4.87e-07,3.98e-05,8.48e-07,1.45e-06,3.95e-07,0.0,1.11e-06,-4.96e-06,1.65e-21,8.32e-22,9.67e-22,-1.02e-21,-1.68e-22,2.06e-21,-8.59e-22,4.18e-21,-4.57e-21,-1.98e-21,1.0
254,5.94e-06,0.010712,5.14e-08,3.29e-07,0.00053407,1.89e-05,2.51e-07,5.32e-06,6.55e-07,1.03e-06,-1.82e-07,6.07e-20,-6.55e-07,7.8e-07,-7.23e-22,8.14e-22,5.26e-22,6.75e-22,0.0,6.79e-22,-2.11e-21,-2.14e-21,8.82e-21,-6.32e-21,1.0
255,7.66e-06,0.0068305,7.92e-09,4.12e-08,6.6e-05,1.12e-05,5.32e-07,0.003115,1.44e-06,-1.35e-06,-1.19e-06,-1.69e-06,8.21e-06,-3.65e-05,-3.25e-22,3.26e-21,-2.2e-21,-4.03e-21,9.18e-23,-4.22e-22,-9.01e-21,6.77e-21,3.11e-20,8.98e-21,1.0
256,5.77e-06,0.0083908,1.28e-08,5.77e-08,9.28e-05,3.54e-05,1.07e-06,0.0053288,1.28e-05,-3e-07,4.27e-06,5.99e-06,5.24e-06,-3.26e-05,-7.38e-21,3.29e-21,-4.04e-21,9.94e-21,-9.24e-21,2.87e-20,2.64e-20,-1.27e-21,4.26e-20,3.41e-20,1.0
257,4.85e-06,0.0045269,4.18e-09,4.95e-08,2.6e-05,5.82e-06,1.05e-06,0.0016848,2.93e-05,2.53e-06,1.75e-06,4.35e-06,-1.58e-05,4.26e-05,1.12e-21,-4.35e-21,9.98e-21,-1.48e-21,2.54e-20,-2e-20,2.15e-20,3.21e-20,-4.26e-20,4.96e-20,1.0
258,1.98e-05,0.016002,1.2e-07,1.41e-06,0.00087816,3.05e-06,1.33e-06,9.57e-05,2.52e-06,-1.59e-06,-2.65e-07,-1.5e-07,-8.43e-08,8.46e-18,5.16e-23,-9.78e-22,3.03e-22,-9.56e-23,2.12e-21,-4.68e-22,1.72e-21,2.06e-21,1.9e-22,7.61e-21,1.0
259,2.06e-05,0.010394,7.17e-08,8.51e-07,0.00020545,1.91e-06,4.25e-06,6.15e-05,8.11e-06,-3.67e-07,2.93e-06,3.76e-19,4.6e-08,-6.6e-06,-6.79e-22,1.17e-21,1.3e-21,1.8e-21,1.54e-21,-9.54e-22,5.29e-21,2.96e-21,-1.07e-20,1.79e-20,1.0
260,1.41e-05,0.015771,1.18e-08,1.17e-07,7.48e-05,1.69e-06,5.02e-07,0.00019747,2.74e-06,1.07e-06,-1.19e-06,4.25e-19,-9.04e-07,-2.42e-05,-8.85e-23,-5.49e-21,1.06e-22,-4.1e-21,1.77e-21,-9.1e-21,9.12e-21,2.43e-21,1.71e-20,1.14e-20,1.0
261,2.48e-05,0.018902,0.00074572,0.00064024,0.01232,0.0041669,2.32e-05,0.0015104,4.67e-05,1.45e-05,-4.89e-06,-5.92e-06,1.71e-06,2.72e-05,5.13e-21,-2.83e-22,-6.54e-21,1.61e-20,6.61e-21,1.94e-20,3.07e-20,1.1e-20,-7.97e-20,3.44e-20,1.0
262,5.35e-05,0.015384,8.63e-06,2.08e-05,0.0079512,0.0049732,2.44e-05,0.0020824,7.12e-05,-3.32e-06,-1.2e-06,7.64e-06,-1e-05,-0.00013477,1.23e-20,-5.17e-21,-2.05e-20,1.56e-20,2.92e-20,-1.98e-20,-2.93e-20,-2.83e-20,2e-20,-1.95e-20,1.0
263,4.32e-05,0.010116,0.00013917,0.00048788,0.035508,0.0010857,1.73e-05,0.0016059,4.83e-05,-2.98e-06,-8.5e-06,-4.47e-06,-1.81e-05,-7.06e-06,-4.54e-21,7.08e-21,4.67e-21,7.04e-21,6.73e-21,2.94e-21,3.52e-21,-3.59e-20,-1.04e-19,-4.02e-20,1.0
264,1.69e-05,0.0093561,3.53e-09,4.5e-08,0.16453,0.0020617,1.6e-06,0.00032989,2.51e-06,-1.84e-06,-8.63e-07,2.39e-06,1.14e-06,-6.77e-06,-2.6e-22,4.17e-22,-1.55e-21,-1.17e-21,5.2e-22,8.99e-22,8.15e-22,1.19e-21,-6.72e-21,-1.14e-20,1.0
265,2.23e-05,0.011676,8.41e-09,8.59e-08,0.13387,0.00079929,2.54e-06,0.00044976,4.62e-06,1.4e-06,1.15e-07,2.98e-06,-5.01e-06,-1.37e-05,1.84e-21,-1.89e-21,1.13e-21,2.42e-21,5.14e-21,-6.97e-22,-2.55e-21,7.82e-21,1.68e-20,-5.33e-21,1.0
266,2.44e-05,0.0068228,1.01e-08,8.8e-08,0.18042,0.00044268,2e-06,0.00024799,1.74e-05,2.03e-06,-3.55e-07,2.98e-07,-2.25e-06,2.13e-05,-4.48e-21,-7.43e-22,-1.25e-20,-4.59e-22,1.19e-20,2.06e-21,7.75e-21,5.07e-21,7.1e-21,1.77e-20,1.0
267,2.48e-06,0.0032897,1.29e-08,6.06e-08,8.25e-06,3.35e-05,1.11e-06,0.013586,4.67e-06,-8.32e-07,-3.85e-06,-2.77e-06,4.2e-06,6.22e-05,-7.67e-22,1.7e-21,1.81e-22,1.3e-21,-7.04e-22,5.32e-21,4.89e-21,-1.01e-20,1.52e-21,-7.69e-21,0.0
268,2.57e-06,0.003416,1.34e-08,3.06e-08,2.36e-06,3.24e-05,1.16e-06,0.011085,4.66e-06,-6.44e-07,2.74e-06,-6.61e-08,-2.56e-06,-5.08e-06,2.32e-21,-1.89e-21,-8.82e-22,8.41e-22,4.04e-21,-6.13e-21,7.84e-21,5.23e-20,2.03e-21,1.98e-20,0.0
269,2.65e-06,0.0057063,8.63e-09,3.26e-08,4.48e-06,2.13e-05,1.21e-06,0.029708,8.77e-05,-6.81e-07,2.03e-06,1.59e-06,-2.87e-06,2.55e-05,6.25e-21,-4.32e-21,4.16e-21,7.85e-21,-1.98e-20,-2.7e-20,4.83e-20,-7.19e-21,2.03e-21,-9.01e-20,0.0
270,8.37e-05,0.014628,0.00011011,0.00010001,0.00352,9.33e-05,5.05e-06,0.0013346,1.69e-05,-2.42e-06,1.07e-05,1.07e-05,-1.13e-06,-3.94e-05,-1.37e-20,-5.47e-21,1.33e-20,1.96e-20,1.63e-20,2.57e-21,-3.88e-21,-7.82e-21,1.73e-20,-1.58e-20,1.0
271,0.000102219,0.016819,9.8e-05,9.07e-05,0.0001425,4.54e-05,1.22e-06,0.0018452,8.49e-06,3.46e-06,-1.27e-06,4.81e-06,5.38e-06,-1.92e-05,-6.9e-21,-3.36e-21,-9.94e-21,-1.27e-20,7.65e-22,3.58e-20,7.66e-21,-3.53e-20,1.14e-21,-2.89e-21,1.0
272,6.22e-05,0.01401,0.00030617,0.00041686,0.00010454,5.14e-05,4.12e-06,0.0036749,8.97e-06,-2.12e-06,9.02e-06,-8.46e-06,-2.82e-05,7.05e-05,-3.78e-21,-2.62e-21,5.96e-21,8.55e-21,-1.06e-20,1.37e-20,-1.71e-20,4.92e-21,7.36e-21,-5.31e-20,1.0
273,6.66e-05,0.018383,0.00021554,0.0002338,0.21436,3.44e-05,4.62e-07,7.88e-06,8.82e-07,6.27e-07,-1.56e-06,4.13e-19,-8.28e-07,-5.21e-06,-1.48e-22,-5.49e-22,2.02e-22,8.92e-22,4.89e-22,-2.45e-21,-1.17e-21,5.81e-22,2.73e-21,-3.39e-21,1.0
274,4.06e-05,0.011463,2.52e-08,2.45e-07,0.2615,3.61e-05,5.83e-07,6.91e-05,1.13e-05,5.49e-07,-5.33e-07,-1.7e-19,2.6e-06,3.63e-05,-9.56e-21,-7.15e-21,1.53e-21,-1.81e-20,-4.89e-22,-8.81e-22,1.15e-20,3.81e-21,-2.77e-20,1.07e-20,1.0
275,4.43e-05,0.015368,5.69e-05,9.07e-05,0.15229,1.23e-05,4.34e-07,2.28e-05,2.38e-06,1.41e-06,-2.76e-07,5.77e-20,3.48e-06,1.69e-05,1.45e-21,5.31e-23,1.13e-21,-1.43e-21,1.9e-21,5.47e-21,3.79e-21,-5.39e-21,-1.27e-22,1.04e-20,1.0
276,8.94e-06,0.010246,9.57e-09,4.46e-08,2.35e-05,1.43e-06,5.84e-06,0.0042289,9.99e-06,5.73e-06,1.64e-06,-4.61e-19,-7.79e-06,0.00016244,1.14e-21,-1.41e-21,1.47e-21,3.64e-21,-2.03e-22,2.22e-21,9.47e-22,2.64e-21,1.62e-20,4.41e-21,1.0
277,7.85e-06,0.011699,1.78e-08,1.1e-07,1.97e-05,3.46e-07,2.74e-06,0.012718,4.48e-06,-6.52e-07,-2.05e-06,-3.64e-19,5.46e-06,-0.00017344,-2.63e-21,-5.62e-22,-1.16e-21,1.42e-21,-1.04e-21,5.71e-21,-4.39e-20,1.38e-20,5.65e-21,2.18e-20,1.0
278,8.36e-06,0.012893,1.53e-08,8.49e-08,2.59e-05,3.18e-06,2.74e-06,0.08265,5.61e-06,-9.32e-06,-1.75e-06,-9.71e-19,-1.75e-05,0.00010281,-5.25e-21,1.7e-21,3.53e-21,-9.94e-21,9.18e-22,1.91e-21,1.04e-20,8e-20,-5.63e-20,-3.17e-20,1.0
279,7.21e-06,0.0086186,1.29e-08,1.41e-07,2.63e-05,1.11e-05,1.74e-05,0.0073112,4.25e-05,-1.23e-06,-9.42e-07,1.04e-05,4.38e-06,-2.66e-05,1.11e-20,2.43e-21,-3.99e-21,4.08e-21,1.51e-20,2.37e-20,1.74e-20,-5.07e-21,2e-20,4.87e-21,1.0
280,7.87e-06,0.0061251,1.91e-08,1.08e-07,5.65e-05,1.82e-05,1.38e-05,0.0096774,4.35e-05,1.27e-06,-1.09e-05,-3.52e-06,-1.63e-05,-2.46e-05,4.37e-21,1.06e-22,-1.43e-20,-1.02e-22,-4.71e-21,8.3e-21,2.92e-20,-4.02e-21,-1.73e-20,-2.47e-20,1.0
281,9.94e-06,0.0074511,1.68e-08,1.09e-07,8.05e-05,1.12e-05,2.76e-05,0.005511,0.00012229,7.67e-06,4.41e-07,-7.34e-06,-6.71e-06,-1.31e-05,5.07e-21,5.03e-21,-2.04e-20,-5.3e-21,-1e-20,1.15e-20,2.22e-20,6.77e-21,-1.32e-20,1.46e-20,1.0
282,1.85e-05,0.0090766,1.05e-08,2.28e-07,0.15293,4.88e-05,2.24e-07,4.96e-05,4.21e-06,1.08e-06,2.27e-09,1.21e-20,9.87e-09,-2.12e-05,-3.01e-21,7.4e-21,1.36e-21,8.05e-21,6.12e-23,5.14e-21,-7.93e-22,-5.6e-21,-7.61e-22,1.55e-20,1.0
283,3.89e-05,0.013536,4.57e-08,3.83e-07,0.22564,6.53e-05,1.29e-07,1.15e-05,4.57e-07,-2.16e-06,-1.65e-07,1.4e-20,3.36e-07,4.85e-06,-2.17e-21,9.74e-23,5.31e-23,-4.33e-22,-4.59e-23,-1.69e-21,1.39e-21,2.11e-21,-3.17e-22,1.45e-21,1.0
284,1.81e-05,0.0097209,2.05e-08,1.56e-07,0.10954,9.54e-06,8.24e-07,0.0001219,1.27e-06,-1.47e-06,2.11e-06,-2.85e-19,1.76e-07,-1.6e-05,3.25e-22,3.14e-22,-7.09e-22,-5.35e-22,1.91e-22,1.18e-21,-2.31e-21,0.0,-8.88e-22,1.26e-21,1.0
285,1.85e-05,0.019136,4.08e-08,2.92e-07,0.00021196,5.45e-06,4.51e-06,0.0021153,1e-05,5.26e-07,2.38e-06,1.96e-06,3.62e-06,-2.44e-05,3.56e-21,2.39e-21,-1.95e-22,-2.01e-22,1.07e-20,7.01e-21,4e-21,2.54e-21,2.47e-20,4.64e-21,1.0
286,3.72e-05,0.025567,0.00039051,0.00090258,0.00020484,1.2e-05,7.73e-06,0.0017585,1.9e-05,3.89e-07,2.18e-06,-2.11e-06,-2.62e-06,-2.3e-05,8.85e-23,1.16e-21,-2.42e-21,6.55e-21,1.53e-20,2.36e-21,2.64e-21,5.71e-21,-2.09e-20,-1.13e-20,1.0
287,4.35e-05,0.016525,1.29e-07,8.43e-07,0.00017361,1.24e-05,6.13e-06,0.0036593,1.39e-05,1.3e-06,-9.65e-08,1.41e-06,-2.64e-06,-3.79e-06,3.05e-21,5.18e-22,-5.63e-22,4.97e-21,6.73e-22,8.44e-22,1.59e-20,2.59e-21,1.21e-20,-3.43e-21,1.0
288,2.16e-05,0.007694,3.16e-09,3.23e-08,0.027405,1.26e-05,9.48e-06,0.0049169,2.11e-05,-4.18e-07,-2.89e-07,-5.58e-06,2.95e-07,0.00014499,3.25e-21,-2.23e-21,2.38e-21,-3.89e-21,7.83e-21,-1.09e-20,2.46e-20,2.96e-21,-1.86e-20,9.07e-20,0.0
289,2.03e-05,0.008349,2.57e-09,2.71e-08,0.02487,4.68e-06,1.23e-05,0.0048578,2.85e-05,1.91e-06,-7.22e-06,-9.7e-06,-1.28e-06,-4.61e-05,2.77e-21,7.15e-21,2.85e-21,-4.94e-21,-3.23e-21,1.8e-21,1.67e-20,-1.04e-20,4e-20,1.3e-19,0.0
290,2.25e-05,0.0051038,1.56e-09,4.63e-08,0.015306,1.15e-05,2.22e-05,0.0043463,8.23e-05,5.12e-06,-6.6e-07,6.82e-06,7.47e-07,5.09e-05,-1.93e-20,4.78e-21,-1.7e-22,9.18e-22,-1.74e-20,-1.85e-20,-1.64e-20,1.48e-21,-6.6e-21,-7.79e-20,0.0
291,5.49e-05,0.037688,6.12e-08,5.66e-07,6.85e-05,3.55e-06,5.46e-07,0.0013123,7.73e-06,1.27e-08,3.51e-07,-1.75e-07,3.99e-07,-3.45e-05,1.71e-21,8.5e-22,1.89e-21,-7.01e-23,4.05e-22,-1.49e-21,4.41e-21,-1.32e-21,-1.51e-20,-6.47e-21,1.0
292,2.32e-05,0.039956,3.11e-08,3.4e-07,5.32e-05,4.17e-06,2.26e-06,0.0013213,6.54e-06,2.19e-07,7.66e-07,-2.33e-07,9.28e-07,2.09e-05,4.13e-22,-2.37e-21,1.79e-21,5.2e-21,-4.47e-21,-9.69e-21,5.73e-21,1.21e-20,-4.69e-20,1.06e-20,1.0
293,3.01e-05,0.043984,0.00030252,0.00020575,3.82e-05,2.75e-06,2.23e-06,0.00089279,8.87e-06,-3.12e-07,-5.22e-07,1.49e-06,2.12e-06,3.59e-05,4.96e-21,2.87e-21,3.61e-22,-8.36e-21,1.96e-21,1.04e-20,7.84e-21,4.65e-21,-7.86e-21,7.31e-21,1.0
294,5.38e-06,0.0082243,5.93e-09,4.63e-08,0.031931,1.47e-05,3.9e-07,0.0016909,6.1e-06,1.11e-06,-1.15e-06,-7.28e-19,1.95e-06,-0.00013396,-2.77e-21,-6.9e-21,-1.32e-21,2.75e-21,-7.34e-22,-1.98e-21,2.17e-20,1.23e-20,3.8e-20,3.2e-21,1.0
295,8.13e-06,0.0070355,1.4e-08,8.49e-08,0.037158,8.61e-06,5.45e-07,0.0024587,2.15e-06,-2.71e-06,8.17e-07,-2.61e-19,5.59e-07,0.00012975,-1.21e-21,-2.99e-21,4.89e-22,8.67e-22,-5.2e-22,-1.03e-21,-3.79e-21,2.14e-20,3.72e-20,-7.15e-21,1.0
296,5.72e-06,0.0069829,8.99e-09,5.92e-08,0.028317,7.86e-06,5.3e-07,0.0016241,1.67e-05,-3.21e-07,3.21e-08,1.94e-19,-5.5e-06,-2.2e-05,-1.6e-20,-1.35e-21,3.19e-21,-8e-21,-1.22e-22,-1.1e-20,-5.29e-22,1.54e-20,-2.18e-20,-6.39e-20,1.0
297,4.84e-06,0.005357,6.21e-09,4.25e-08,8.84e-06,4.9e-05,0.00012828,0.0013051,0.00028879,3.3e-06,2.06e-05,-2.11e-05,-3.44e-06,-8.83e-05,-1.42e-21,1.12e-20,2.06e-20,-1.12e-20,-1.76e-20,6.31e-21,-3.44e-20,-3.72e-20,-8.94e-20,-4.9e-20,1.0
298,5.09e-06,0.0095261,9e-09,6.61e-08,0.00017094,3.64e-05,0.00013785,0.0040913,0.00031842,1.2e-05,3.54e-05,-5.42e-05,4.43e-08,0.00026639,-7.82e-22,1.61e-20,1.28e-20,1.74e-20,-2.7e-20,5.68e-20,-7.94e-20,1.83e-20,5.03e-20,1.86e-20,1.0
299,3.9e-06,0.0066374,7.86e-09,4.13e-08,3.41e-06,3.19e-06,0.00010826,0.0064621,0.0002378,-3.74e-07,7.81e-06,-3.87e-06,3.31e-05,-0.00029918,-1.42e-20,1.01e-20,1.13e-20,-1.45e-20,4.96e-21,1.08e-20,-6.25e-21,-3.72e-20,4.82e-21,-2.16e-20,1.0
300,1.71e-05,0.013954,5.72e-09,6.5e-08,0.045606,3.71e-05,2.93e-06,0.00026965,9.04e-06,3.48e-07,-2.59e-06,9.36e-07,-2.7e-06,-8.52e-06,1.08e-21,1.06e-21,2.25e-21,-5.2e-21,4.77e-21,-7.34e-21,-1.59e-21,-4.02e-21,-1.27e-21,-6.24e-21,1.0
301,1.52e-05,0.011494,6.99e-09,7.89e-08,0.035154,2.84e-05,3.29e-06,0.000345,1.06e-05,-1.58e-07,-3.53e-07,-1.1e-07,4.45e-06,-1.54e-05,-2.11e-21,-2.12e-21,-3.65e-21,3.97e-22,-1.76e-20,-8.79e-21,-1.42e-20,-1.64e-20,-2.56e-20,-6.77e-21,1.0
302,1.52e-05,0.011859,1.12e-08,6.13e-08,0.026146,7.25e-06,3.19e-06,0.00039403,2.09e-05,4.15e-07,-2.05e-06,2.68e-06,2.66e-07,-1.05e-05,-9.44e-22,3.89e-22,4.67e-21,1.83e-20,-1.35e-21,-2.35e-20,7.22e-21,-5.07e-21,-1.73e-20,1.4e-20,1.0
303,2.24e-05,0.014846,1.24e-07,7.49e-07,0.00010363,9.11e-07,6.28e-07,0.0010716,9.88e-06,8.37e-07,-2.61e-07,0.0,8.79e-07,1.51e-05,9.97e-21,5.63e-21,2.55e-22,-3.01e-21,4.28e-22,2.79e-21,8.81e-23,-1.06e-20,1.42e-20,-8.52e-21,1.0
304,2.35e-05,0.015512,1.13e-07,7.61e-07,0.00011238,2.79e-06,7.84e-07,0.00098151,1.92e-05,3.83e-06,-3.84e-07,1.76e-19,-1.02e-06,1.49e-09,-1.29e-20,3.47e-21,-8.07e-22,-1.33e-21,-6.12e-23,5.87e-21,-2.47e-21,9.3e-21,-8.37e-21,-3.04e-22,1.0
305,4.93e-05,0.030012,4.31e-07,3.94e-06,0.00013721,3.34e-06,7.22e-07,0.0012648,1.28e-06,1.27e-06,-6.19e-07,3.19e-20,2.05e-07,2.43e-05,-8.26e-22,-3.24e-21,5.15e-22,-2.74e-22,8.56e-22,3.6e-21,-6.61e-21,1.03e-21,1.18e-20,-7.61e-22,1.0
